link_id,from_id,to_id,from,to,mode,distance_km,cost,emission,data_sources
L278,C6,C15,Miami International Autodrome (USA),Circuit Zandvoort (Netherlands),Air,7408.9,444534.0,222267.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L279,C6,C15,Miami International Autodrome (USA),Circuit Zandvoort (Netherlands),Sea,7408.9,7408.9,5556.68,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L280,C6,C16,Miami International Autodrome (USA),Autodromo Nazionale Monza (Italy),Air,7945.2,476712.0,238356.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L281,C6,C16,Miami International Autodrome (USA),Autodromo Nazionale Monza (Italy),Sea,7945.2,7945.2,5958.9,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L282,C6,C17,Miami International Autodrome (USA),Circuit of The Americas (Austin-USA),Air,1767.6,106056.0,53028.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L283,C6,C17,Miami International Autodrome (USA),Circuit of The Americas (Austin-USA),Road,1767.6,10605.6,7070.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L284,C6,C17,Miami International Autodrome (USA),Circuit of The Americas (Austin-USA),Sea,1767.6,1767.6,1325.7,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L285,C6,C18,Miami International Autodrome (USA),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,2064.1,123846.0,61923.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L286,C6,C18,Miami International Autodrome (USA),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Road,2064.1,12384.6,8256.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L287,C6,C18,Miami International Autodrome (USA),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Sea,2064.1,2064.1,1548.08,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L288,C6,C19,Miami International Autodrome (USA),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,6596.2,395772.0,197886.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L289,C6,C19,Miami International Autodrome (USA),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Sea,6596.2,6596.2,4947.15,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L290,C6,C20,Miami International Autodrome (USA),Las Vegas Street Circuit (USA),Air,3492.6,209556.0,104778.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L291,C6,C20,Miami International Autodrome (USA),Las Vegas Street Circuit (USA),Road,3492.6,20955.6,13970.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L292,C6,C20,Miami International Autodrome (USA),Las Vegas Street Circuit (USA),Sea,3492.6,3492.6,2619.45,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L293,C6,C21,Miami International Autodrome (USA),Marina Bay Street Circuit (Singapore),Air,16953.3,1017198.0,508599.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L294,C6,C21,Miami International Autodrome (USA),Marina Bay Street Circuit (Singapore),Sea,16953.3,16953.3,12714.98,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L295,C6,C22,Miami International Autodrome (USA),Yas Marina Circuit (Abu Dhabi-UAE),Air,12600.1,756006.0,378003.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L296,C6,C22,Miami International Autodrome (USA),Yas Marina Circuit (Abu Dhabi-UAE),Sea,12600.1,12600.1,9450.07,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L297,C6,C23,Miami International Autodrome (USA),Lusail International Circuit (Qatar),Air,12304.0,738240.0,369120.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L298,C6,C23,Miami International Autodrome (USA),Lusail International Circuit (Qatar),Sea,12304.0,12304.0,9228.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L299,C6,C24,Miami International Autodrome (USA),Baku City Circuit (Azerbaijan),Air,11015.9,660954.0,330477.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L300,C6,C24,Miami International Autodrome (USA),Baku City Circuit (Azerbaijan),Sea,11015.9,11015.9,8261.92,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L301,C7,C1,Imola (Autodromo Enzo e Dino Ferrari),Albert Park (Melbourne-Australia),Air,16086.3,965178.0,482589.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L302,C7,C1,Imola (Autodromo Enzo e Dino Ferrari),Albert Park (Melbourne-Australia),Sea,16086.3,16086.3,12064.73,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L303,C7,C2,Imola (Autodromo Enzo e Dino Ferrari),Shanghai International Circuit (China),Air,8986.4,539184.0,269592.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L304,C7,C2,Imola (Autodromo Enzo e Dino Ferrari),Shanghai International Circuit (China),Sea,8986.4,8986.4,6739.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L305,C7,C3,Imola (Autodromo Enzo e Dino Ferrari),Suzuka Circuit (Japan),Air,9598.5,575910.0,287955.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L306,C7,C4,Imola (Autodromo Enzo e Dino Ferrari),Bahrain International Circuit (Sakhir),Air,4018.3,241098.0,120549.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L307,C7,C4,Imola (Autodromo Enzo e Dino Ferrari),Bahrain International Circuit (Sakhir),Sea,4018.3,4018.3,3013.72,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L308,C7,C5,Imola (Autodromo Enzo e Dino Ferrari),Jeddah Corniche Circuit (Saudi Arabia),Air,3559.5,213570.0,106785.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L309,C7,C5,Imola (Autodromo Enzo e Dino Ferrari),Jeddah Corniche Circuit (Saudi Arabia),Sea,3559.5,3559.5,2669.62,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L310,C7,C6,Imola (Autodromo Enzo e Dino Ferrari),Miami International Autodrome (USA),Air,8172.9,490374.0,245187.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L311,C7,C6,Imola (Autodromo Enzo e Dino Ferrari),Miami International Autodrome (USA),Sea,8172.9,8172.9,6129.68,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L312,C7,C8,Imola (Autodromo Enzo e Dino Ferrari),Circuit de Monaco (Monaco),Air,350.0,21000.0,10500.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L313,C7,C8,Imola (Autodromo Enzo e Dino Ferrari),Circuit de Monaco (Monaco),Road,350.0,2100.0,1400.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L314,C7,C8,Imola (Autodromo Enzo e Dino Ferrari),Circuit de Monaco (Monaco),Sea,350.0,350.0,262.5,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L315,C7,C9,Imola (Autodromo Enzo e Dino Ferrari),Circuit de Barcelona-Catalunya (Spain),Air,828.4,49704.0,24852.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L316,C7,C9,Imola (Autodromo Enzo e Dino Ferrari),Circuit de Barcelona-Catalunya (Spain),Road,828.4,4970.4,3313.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L317,C7,C9,Imola (Autodromo Enzo e Dino Ferrari),Circuit de Barcelona-Catalunya (Spain),Sea,828.4,828.4,621.3,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L318,C7,C10,Imola (Autodromo Enzo e Dino Ferrari),Circuit Gilles Villeneuve (Montreal-Canada),Air,6372.8,382368.0,191184.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L319,C7,C10,Imola (Autodromo Enzo e Dino Ferrari),Circuit Gilles Villeneuve (Montreal-Canada),Sea,6372.8,6372.8,4779.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L320,C7,C11,Imola (Autodromo Enzo e Dino Ferrari),Red Bull Ring (Spielberg-Austria),Air,397.6,23856.0,11928.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L321,C7,C11,Imola (Autodromo Enzo e Dino Ferrari),Red Bull Ring (Spielberg-Austria),Road,397.6,2385.6,1590.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L322,C7,C12,Imola (Autodromo Enzo e Dino Ferrari),Silverstone Circuit (UK),Air,1273.4,76404.0,38202.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L323,C7,C12,Imola (Autodromo Enzo e Dino Ferrari),Silverstone Circuit (UK),Road,1273.4,7640.4,5093.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L324,C7,C13,Imola (Autodromo Enzo e Dino Ferrari),Spa-Francorchamps (Belgium),Air,803.3,48198.0,24099.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L325,C7,C13,Imola (Autodromo Enzo e Dino Ferrari),Spa-Francorchamps (Belgium),Road,803.3,4819.8,3213.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L326,C7,C14,Imola (Autodromo Enzo e Dino Ferrari),Hungaroring (Budapest-Hungary),Air,683.8,41028.0,20514.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L327,C7,C14,Imola (Autodromo Enzo e Dino Ferrari),Hungaroring (Budapest-Hungary),Road,683.8,4102.8,2735.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L328,C7,C15,Imola (Autodromo Enzo e Dino Ferrari),Circuit Zandvoort (Netherlands),Air,1038.7,62322.0,31161.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L329,C7,C15,Imola (Autodromo Enzo e Dino Ferrari),Circuit Zandvoort (Netherlands),Road,1038.7,6232.2,4154.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L330,C7,C15,Imola (Autodromo Enzo e Dino Ferrari),Circuit Zandvoort (Netherlands),Sea,1038.7,1038.7,779.02,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L331,C7,C16,Imola (Autodromo Enzo e Dino Ferrari),Autodromo Nazionale Monza (Italy),Air,238.1,14286.0,7143.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L332,C7,C16,Imola (Autodromo Enzo e Dino Ferrari),Autodromo Nazionale Monza (Italy),Road,238.1,1428.6,952.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L333,C7,C17,Imola (Autodromo Enzo e Dino Ferrari),Circuit of The Americas (Austin-USA),Air,9074.8,544488.0,272244.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L334,C7,C18,Imola (Autodromo Enzo e Dino Ferrari),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,10054.6,603276.0,301638.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L335,C7,C19,Imola (Autodromo Enzo e Dino Ferrari),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,9612.5,576750.0,288375.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L336,C7,C19,Imola (Autodromo Enzo e Dino Ferrari),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Sea,9612.5,9612.5,7209.38,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L337,C7,C20,Imola (Autodromo Enzo e Dino Ferrari),Las Vegas Street Circuit (USA),Air,9592.6,575556.0,287778.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L338,C7,C20,Imola (Autodromo Enzo e Dino Ferrari),Las Vegas Street Circuit (USA),Sea,9592.6,9592.6,7194.45,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L339,C7,C21,Imola (Autodromo Enzo e Dino Ferrari),Marina Bay Street Circuit (Singapore),Air,10077.4,604644.0,302322.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L340,C7,C21,Imola (Autodromo Enzo e Dino Ferrari),Marina Bay Street Circuit (Singapore),Sea,10077.4,10077.4,7558.05,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L341,C7,C22,Imola (Autodromo Enzo e Dino Ferrari),Yas Marina Circuit (Abu Dhabi-UAE),Air,4443.9,266634.0,133317.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L342,C7,C22,Imola (Autodromo Enzo e Dino Ferrari),Yas Marina Circuit (Abu Dhabi-UAE),Sea,4443.9,4443.9,3332.92,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L343,C7,C23,Imola (Autodromo Enzo e Dino Ferrari),Lusail International Circuit (Qatar),Air,4137.5,248250.0,124125.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L344,C7,C23,Imola (Autodromo Enzo e Dino Ferrari),Lusail International Circuit (Qatar),Sea,4137.5,4137.5,3103.12,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L345,C7,C24,Imola (Autodromo Enzo e Dino Ferrari),Baku City Circuit (Azerbaijan),Air,3135.8,188148.0,94074.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L346,C7,C24,Imola (Autodromo Enzo e Dino Ferrari),Baku City Circuit (Azerbaijan),Road,3135.8,18814.8,12543.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L347,C7,C24,Imola (Autodromo Enzo e Dino Ferrari),Baku City Circuit (Azerbaijan),Sea,3135.8,3135.8,2351.85,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L348,C8,C1,Circuit de Monaco (Monaco),Albert Park (Melbourne-Australia),Air,16422.2,985332.0,492666.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L349,C8,C1,Circuit de Monaco (Monaco),Albert Park (Melbourne-Australia),Sea,16422.2,16422.2,12316.65,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L350,C8,C2,Circuit de Monaco (Monaco),Shanghai International Circuit (China),Air,9302.0,558120.0,279060.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L351,C8,C2,Circuit de Monaco (Monaco),Shanghai International Circuit (China),Sea,9302.0,9302.0,6976.5,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L352,C8,C3,Circuit de Monaco (Monaco),Suzuka Circuit (Japan),Air,9875.0,592500.0,296250.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L353,C8,C3,Circuit de Monaco (Monaco),Suzuka Circuit (Japan),Sea,9875.0,9875.0,7406.25,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L354,C8,C4,Circuit de Monaco (Monaco),Bahrain International Circuit (Sakhir),Air,4332.6,259956.0,129978.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L355,C8,C4,Circuit de Monaco (Monaco),Bahrain International Circuit (Sakhir),Sea,4332.6,4332.6,3249.45,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
